YEAR,MN,LEAD,CD,ForecastedMEAN,ClimatologicalMEAN,ForecastedSD,ClimatologicalSD,PO,Modifier,ForecastedSD_in,Prediction_in,Anom_CF,Anom_in,Anom_cm
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,1.58717857895382,0.0028277252628496,9.76363220664696,2.85486321831782,6.34363220664696,16.1128258048833
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,1.58717857895382,0.00522103647885012,8.55609492488158,2.32502579480478,4.87609492488158,12.3852811091992
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,1.58717857895382,0.165853817864204,5.87709314592006,1.79727619141286,2.60709314592006,6.62201659063695
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,1.58717857895382,0.117512491374991,4.84233948778081,1.94471465372723,2.35233948778081,5.97494229896325
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,1.58717857895382,0.00388828961794826,3.40576667565977,2.3816550179439,1.97576667565977,5.01844735617583
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,1.58717857895382,0.150777995168525,4.68179759118327,1.6963034750664,1.92179759118327,4.88136588160552
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,1.58717857895382,0.0856841553301825,7.11327843850657,1.50705051663275,2.39327843850657,6.07892723380669
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.514813986692398,0.0856841553301825,4.05062365651522,0.858182978075259,-0.669376343484777,-1.70021591245133
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.514813986692398,0.300223477732874,5.10296625807564,0.866377972508598,-0.787033741924358,-1.99906570448787
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.514813986692398,0.36626063819515,4.58421176291243,0.881579185175468,-0.615788237087569,-1.56410212220243
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.514813986692398,0.0492129128664663,2.9285051160322,0.800138009844864,-0.731494883967799,-1.85799700527821
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.514813986692398,0.00688577344581892,2.68853714702832,0.807368512621118,-0.641462852971678,-1.62931564654806
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.514813986692398,0.00506391118905434,2.3317632703786,0.706594930417758,-0.968236729621398,-2.45932129323835
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.514813986692398,0.0028277252628496,2.70924810073721,0.792177807233103,-0.710751899262788,-1.80530982412748
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.514813986692398,0.00522103647885012,2.85499286780408,0.775813279294587,-0.82500713219592,-2.09551811577764
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.514813986692398,0.165853817864204,2.59643091109627,0.79401556914259,-0.673569088903729,-1.71086548581547
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.514813986692398,0.117512491374991,1.95650229124337,0.78574389206561,-0.533497708756631,-1.35508418024184
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.514813986692398,0.00388828961794826,1.02200849133189,0.714691252679643,-0.407991508668111,-1.036298432017
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.514813986692398,0.150777995168525,2.23762394835849,0.81073331462264,-0.522376051641512,-1.32683517116944
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.514813986692398,0.0856841553301825,4.05062365651522,0.858182978075259,-0.669376343484777,-1.70021591245133
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,-0.72813858763954,0.0856841553301825,3.78853044278179,0.802654754826649,-0.931469557218215,-2.36593267533427
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,-0.72813858763954,0.300223477732874,4.78986389688094,0.813219676889803,-1.10013610311906,-2.79434570192241
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,-0.72813858763954,0.36626063819515,4.32861252330307,0.832425485250591,-0.871387476696926,-2.21332419081019
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,-0.72813858763954,0.0492129128664663,2.63329724264985,0.719480120942583,-1.02670275735015,-2.60782500366938
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,-0.72813858763954,0.00688577344581892,2.32273043083636,0.697516645896803,-1.00726956916365,-2.55846470567566
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,-0.72813858763954,0.00506391118905434,1.99888983724182,0.605724193103581,-1.30111016275818,-3.30481981340579
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,-0.72813858763954,0.0028277252628496,2.31701717883128,0.677490403167042,-1.10298282116872,-2.80157636576854
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,-0.72813858763954,0.00522103647885012,2.49984005576213,0.679304362978839,-1.18015994423787,-2.9976062583642
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,-0.72813858763954,0.165853817864204,2.33612500763059,0.714411317318223,-0.933874992369411,-2.3720424806183
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,-0.72813858763954,0.117512491374991,1.73781600643327,0.697918074872799,-0.752183993566731,-1.9105473436595
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,-0.72813858763954,0.00388828961794826,0.880192829559393,0.615519461230345,-0.549807170440607,-1.39651021291914
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,-0.72813858763954,0.150777995168525,2.03600373385812,0.737682512267435,-0.72399626614188,-1.83895051600037
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,-0.72813858763954,0.0856841553301825,3.78853044278179,0.802654754826649,-0.931469557218215,-2.36593267533427
2020,5,1,97,4.72,4.72,0.3,0.3,0.49,1.63826274939061,0.0856841553301825,7.19860605614274,1.52512840172516,2.47860605614274,6.29565938260256
2020,5,2,97,5.89,5.89,0.48,0.48,0.61,1.63826274939061,0.300223477732874,8.67710360888657,1.47319246330842,2.78710360888657,7.0792431665719
2020,5,3,97,5.22,5.2,0.5051,0.51,0.68,1.63826274939061,0.36626063819515,7.40999086415119,1.424998243106,2.20999086415119,5.61337679494403
2020,5,4,97,3.72,3.66,0.2998,0.3,0.4,1.63826274939061,0.0492129128664663,7.03646629619927,1.92253177491783,3.37646629619927,8.57622439234615
2020,5,5,97,3.74,3.33,0.2481,0.25,0.28,1.63826274939061,0.00688577344581892,9.05518367138997,2.71927437579278,5.72518367138997,14.5419665253305
2020,5,6,97,3.3,3.3,0.24,0.24,0.27,1.63826274939061,0.00506391118905434,8.34938536636833,2.53011677768737,5.04938536636833,12.8254388305756
2020,5,7,97,3.86,3.42,0.2306,0.24,0.25,1.63826274939061,0.0028277252628496,10.0265094892574,2.9317279208355,6.6065094892574,16.7805341027138
2020,5,8,97,3.86,3.68,0.2296,0.23,0.28,1.63826274939061,0.00522103647885012,8.75421401639702,2.37886250445571,5.07421401639702,12.8885036016484
2020,5,9,97,3.28,3.27,0.4,0.4,0.51,1.63826274939061,0.165853817864204,5.97289851540024,1.82657446954136,2.70289851540024,6.86536222911661
2020,5,10,97,2.54,2.49,0.3578,0.36,0.48,1.63826274939061,0.117512491374991,4.9292208377729,1.97960676215779,2.4392208377729,6.19562092794317
2020,5,11,97,1.43,1.43,0.2,0.2,0.29,1.63826274939061,0.00388828961794826,3.49060545954407,2.44098283884201,2.06060545954407,5.23393786724193
2020,5,12,97,2.76,2.76,0.36,0.36,0.54,1.63826274939061,0.150777995168525,4.75130960049085,1.72148898568509,1.99130960049084,5.05792638524675
2020,5,13,97,4.72,4.72,0.3,0.3,0.49,1.63826274939061,0.0856841553301825,7.19860605614274,1.52512840172516,2.47860605614274,6.29565938260256
