Date,avg_C.med,avg_C.10,avg_C.90,ppt.med,ppt.10,ppt.90,VWC.Deep.med,VWC.Deep.10,VWC.Deep.90,VWC.Intermediate.med,VWC.Intermediate.10,VWC.Intermediate.90,VWC.Shallow.med,VWC.Shallow.10,VWC.Shallow.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWC.Shallow_rollmean.med,VWC.Shallow_rollmean.10,VWC.Shallow_rollmean.90,VWC.Intermediate_rollmean.med,VWC.Intermediate_rollmean.10,VWC.Intermediate_rollmean.90,VWC.Deep_rollmean.med,VWC.Deep_rollmean.10,VWC.Deep_rollmean.90,SWP.Shallow.med,SWP.Shallow.10,SWP.Shallow.90,SWP.Shallow_rollmean.med,SWP.Shallow_rollmean.10,SWP.Shallow_rollmean.90,SWP.Intermediate.med,SWP.Intermediate.10,SWP.Intermediate.90,SWP.Intermediate_rollmean.med,SWP.Intermediate_rollmean.10,SWP.Intermediate_rollmean.90,SWP.Deep.med,SWP.Deep.10,SWP.Deep.90,SWP.Deep_rollmean.med,SWP.Deep_rollmean.10,SWP.Deep_rollmean.90
10-03,12.2666,7.79329,19.329775,0,0,0.21121,0.103271952475753,0.102188391642039,0.105356871403297,0.098253769987263,0.0966151120911393,0.105696562355272,0.085891079215072,0.0791373026828036,0.111056411972768,0.9089,0,2.48809,13.0762841666667,11.0929438333333,15.835637,0.0879942006939206,0.079619857507076,0.109782521735421,0.0983065215698201,0.096645683118154,0.105751678229764,0.103532862223471,0.102189431440649,0.105402086321492,-9.50245600627823,-14.6729631332237,-2.43120356497593,-8.35798495869449,-14.2073087405527,-2.58464966504897,-4.65605063851408,-5.09056831228196,-3.16073035714785,-4.64281165543842,-5.08203173990995,-3.15200114464761,-3.574816518616,-3.78055036545553,-3.2151691175267,-3.52728348019606,-3.78034629780972,-3.20785906088722
10-04,11.79755,6.82678,18.52321,0,0,0.25079,0.103346147734636,0.102187303051488,0.105320645289077,0.0982222159370257,0.0965824564058732,0.10562034284321,0.0859549897940882,0.0791392883289116,0.113584838496046,0.991,0,2.35723,12.8483541666667,10.5462268333333,15.8511,0.0881004513784615,0.0793972343598403,0.108846602469678,0.0982733616374186,0.0966069347746989,0.105691835939085,0.103525441606361,0.102187630450014,0.105386680878777,-9.46503393193448,-14.6710101906732,-2.15752476053769,-8.30464984764204,-14.4199186418083,-2.70475167660478,-4.66399115556474,-5.09970583120062,-3.17284933631961,-4.65112852160518,-5.09285461265707,-3.16148026026523,-3.56122243664933,-3.78076402288432,-3.22104021098982,-3.52862496479599,-3.78069976293835,-3.21034749288096
10-05,12.030825,7.260095,17.448635,0,0,0.0604600000000002,0.103384480431587,0.102185643240583,0.105278635130773,0.0981894181210528,0.0965499203629527,0.105533626034427,0.0865421041999052,0.079234892874564,0.112211281521279,1.0027,0,2.1995,12.6137525,10.4107038333333,15.600441,0.0882924043628827,0.0791756936937757,0.108132390915156,0.0982403833394837,0.0965700944565684,0.105609908096349,0.103518231463773,0.102185862072474,0.105355956266422,-9.1293256540135,-14.5773447114353,-2.30137066661576,-8.20931624591797,-14.6352591170239,-2.80088175395035,-4.6722617286015,-5.108829265525,-3.18670461993783,-4.65941739925443,-5.10316996359791,-3.17451276603737,-3.55422318016522,-3.78108982123,-3.22786467642899,-3.5299289810702,-3.78104686559132,-3.21531727524873
10-06,13.31205,9.21491,17.13377,0,0,0.04288,0.103398252884771,0.102183955951489,0.105234770157742,0.0981534705360796,0.0965173856972252,0.105394789683974,0.0865067678877929,0.0792088742968551,0.111420122487258,0.936,0,2.1995,12.45295,10.356015,15.5471861666667,0.0888151758065105,0.0791309588479087,0.107550607173665,0.0982076658700806,0.0965348042183493,0.105522495236166,0.103511207405178,0.102184123914422,0.105318701867154,-9.14912619621172,-14.6027650069824,-2.38939669518222,-7.95620262833831,-14.6792045559982,-2.88219969017143,-4.68134660409767,-5.11797171762082,-3.20903739653562,-4.66765807365016,-5.11307458400774,-3.18848825936981,-3.55171242900707,-3.78142104737196,-3.23500880039123,-3.53119989325203,-3.78138807357853,-3.22135553742769
10-07,12.9077,8.607255,17.701605,0,0,0.18798,0.103397156255239,0.102182279792381,0.105204515826975,0.0981170805517796,0.0964850320779734,0.105321101499521,0.0864695253021787,0.0792028869983179,0.110959219718123,1.04585,0,2.1995,12.2831591666667,10.1592453333333,15.5030265,0.0891449365349574,0.0791292814119165,0.108516314093329,0.098175483468857,0.0965010542764921,0.105438225406298,0.103504364672419,0.102182414147033,0.105422270070343,-9.17005018067276,-14.6086220855952,-2.44252219402607,-7.80130820803797,-14.6808554396356,-2.74871156111744,-4.69056467720663,-5.127082583704,-3.22096619469915,-4.67578088299624,-5.12256828239486,-3.20203052705001,-3.55191226993639,-3.78175012276832,-3.23994716165195,-3.53243851986669,-3.7817237440592,-3.20460226034892
10-08,13.236775,7.1884,18.63269,0,0,0,0.103386686691516,0.102180629046534,0.105180459555965,0.0980859969387126,0.0964531830935409,0.105255163691538,0.0864304238043957,0.0791958778253146,0.11068069992749,1.07975,0.13509,2.1995,12.1576558333333,10.1886638333333,15.1737405,0.0895025251843724,0.079127644895458,0.109828018633595,0.0981439777759008,0.0964688138104995,0.105341155747572,0.103497688498586,0.10218073138082,0.105679630462044,-9.19207978882379,-14.6154823614744,-2.47530609431256,-7.63737506034794,-14.6824662641189,-2.57897463110441,-4.69845566276519,-5.13607017688846,-3.2316850468941,-4.68374917081876,-5.13165694415244,-3.21771455891801,-3.55382083184349,-3.78207424212001,-3.24388021979991,-3.53364749477411,-3.78205414810784,-3.1634177852083
10-09,12.695325,7.76342,17.04481,0,0,0.0681400000000002,0.103376527805505,0.102179014571515,0.10515676867997,0.0980553525785236,0.0964208364919383,0.105185839599302,0.0863399454231172,0.0791868914033695,0.110127497003646,1.1365,0.13509,2.1995,12.0976383333333,10.3538721666667,14.7741891666667,0.0897403859324792,0.0791261782043547,0.111082054063792,0.0981129046748421,0.0964380394262533,0.105249169469439,0.103491156139127,0.102179073925248,0.105941277806164,-9.2432965225405,-14.6242834854855,-2.5419866860977,-7.53059583958917,-14.6839101078634,-2.42822778747261,-4.70625058751156,-5.14521736712577,-3.24300012211238,-4.69162386230714,-5.14035019709466,-3.2326615683961,-3.55567392362014,-3.78239127173122,-3.24775908504735,-3.53483090264605,-3.78237961605772,-3.12219052705087
10-10,11.537525,6.8739,17.02304,0,0,0.13649,0.103365964083701,0.102177450763369,0.105129619953045,0.0980232976821328,0.0963884972743238,0.105102716338827,0.0871478119876109,0.0791762275516511,0.109472674307376,1.2273,0.13509,2.14429,11.75713,10.2549136666667,14.3115586666667,0.0900657147906652,0.0791248404612618,0.112307258288348,0.0981412728710629,0.0964086641065623,0.105163454208325,0.103484765355916,0.102177438287226,0.10616646866107,-8.79771028726754,-14.634735624662,-2.62369555308451,-7.38740954497518,-14.6852271594325,-2.29095633546869,-4.71442075961712,-5.1543818308662,-3.25662963466013,-4.6844340359992,-5.14866456943962,-3.24666391726761,-3.55760207997069,-3.78269838215407,-3.25221087821903,-3.53598911829416,-3.78270083241628,-3.08721812828177
10-11,9.776275,5.39347,16.61327,0,0,0.20109,0.103355793549721,0.102175894824207,0.105100345569259,0.0979894781542005,0.0963564614403901,0.105017096254887,0.0875620169797036,0.0791671072387796,0.108706889869051,1.36685,0.11906,2.50358,11.61106,10.1756121666667,13.821885,0.0904393101335342,0.0791236923028373,0.113575023398535,0.098144902058892,0.0963806154104508,0.10548435725747,0.103478546255336,0.102175819761249,0.106175485104359,-8.57916920844225,-14.6436819136938,-2.72324405547427,-7.22695184732966,-14.6863576706956,-2.15851407360879,-4.72305898370309,-5.1634794545889,-3.27073978277664,-4.68351517536,-5.15661837595947,-3.19460863122123,-3.55945964350679,-3.78300397662998,-3.2570193612573,-3.53711665257025,-3.78301872012405,-3.08582758560981
10-12,10.0316,5.213835,16.502545,0,0,0.0822700000000001,0.103471938826125,0.102174342186032,0.105075033970972,0.0980232835556356,0.0963244236901138,0.104932402065612,0.0880733506561281,0.0791564919902002,0.11091728528034,1.36685,0.03312,2.6829,11.5035075,9.9435355,13.432172,0.0907688096842349,0.0791227535000698,0.113019606195894,0.0981128019946123,0.0963541707688915,0.10610371112924,0.103472492018831,0.102174215724987,0.106180727810574,-8.31821518858694,-14.6541028002537,-2.44742504767766,-7.0888607837349,-14.6872821209568,-2.21538632014442,-4.71442436390195,-5.1725967150087,-3.28476888626091,-4.6916499100866,-5.16413069652604,-3.09691743992521,-3.53831505973915,-3.78330895202412,-3.26118374698345,-3.53821470718564,-3.78333379329468,-3.08501938213664
10-13,11.8461,6.48239,14.16672,0,0,0.22712,0.103467677923194,0.102172825273425,0.106072558342209,0.0979932414650011,0.0962924422929978,0.10639536022107,0.0888576848945019,0.0791662903815613,0.110648241833406,1.34895,0.13509,2.67595,11.2362991666667,9.73963083333333,13.1949548333333,0.0913933274428734,0.0791426590605405,0.112319404144528,0.0980981076248587,0.0963293440685575,0.106646538307872,0.103466580631755,0.102172625631814,0.106161499877471,-7.93603147133921,-14.6444835016377,-2.47916058519711,-6.83563646549543,-14.6676956822194,-2.28964239873155,-4.72209682476163,-5.18171702752221,-3.05214707562625,-4.69537933055049,-5.17119523740237,-3.01420472412954,-3.53908812707559,-3.78360693827978,-3.10174561967797,-3.53928724418258,-3.78364615847406,-3.08798474713286
10-14,11.198,6.538425,15.11043,0,0,0.12378,0.103462674694093,0.102171330650358,0.106187249338087,0.0979634097719832,0.0962629491945764,0.106782468612957,0.0893599646011824,0.0791780279364044,0.110362546083742,1.40675,0.15381,2.74682,10.9384425,9.614065,12.7137028333333,0.0920521784804535,0.0791706971787155,0.111727344239457,0.0982002233008442,0.0963058693591803,0.106660118144293,0.10346079520796,0.102175924727352,0.106143153325822,-7.7022351294338,-14.6329703606844,-2.51339731211259,-6.58005582572863,-14.6401596975827,-2.35474728849376,-4.72973024121073,-5.19014468216877,-2.99390526264584,-4.66953507973602,-5.17788563081723,-3.01216940931857,-3.53999613295321,-3.78390057320368,-3.0840143896088,-3.54033730109622,-3.78299810322157,-3.09081734274824
10-15,10.37735,4.995825,15.216325,0,0,0.03768,0.103457368634006,0.102169868695627,0.10616465702641,0.0979336792969101,0.0962408597599465,0.10670761691435,0.089325867532603,0.0791878733938149,0.11006313039246,1.4565,0.15381,2.76987,10.5280075,9.358012,12.3178596666667,0.0925556661657893,0.0791993561300079,0.111208736177116,0.0982561833387773,0.0962826233446946,0.106608064552095,0.103478688435216,0.102188987594711,0.106126088213034,-7.71784498192973,-14.6233214369673,-2.54988299534151,-6.39237656739636,-14.6120774685608,-2.41358963216574,-4.73735235328308,-5.19646741050566,-3.00506323897752,-4.65544398486365,-5.18452098532205,-3.01997996402561,-3.54095940033796,-3.78418781628077,-3.08749761380415,-3.53709087032632,-3.78043340403347,-3.09345486453029
10-16,10.584975,4.612015,14.84575,0,0,0.0070400000000001,0.103452142805621,0.102168412005579,0.10614091360447,0.0979040897972701,0.096279073759945,0.106623075841589,0.0893030303322121,0.0791952500532268,0.109759485060124,1.31475,0.18666,2.8117,10.2314966666667,8.9467785,12.1408556666667,0.0930624519725385,0.0792287085532083,0.110739768927248,0.0982450772446361,0.0962596076335415,0.106559432149388,0.103519585777177,0.102205713842567,0.10611053789933,-7.72832102236674,-14.6160969844902,-2.5875287933424,-6.20985771640772,-14.583382060031,-2.46830974194855,-4.74495282233637,-5.18553506980136,-3.01772507780671,-4.65823654621062,-5.19110056049657,-3.02729893329537,-3.54190840688893,-3.78447405073554,-3.09116335352333,-3.5296839981667,-3.77715247114239,-3.09586059410499
10-17,11.024,5.922965,15.20964,0,0,0.0711400000000001,0.103447164651527,0.102166936263532,0.10611492458098,0.0978748248204169,0.0963226384639991,0.106528253998334,0.0892854498993258,0.0792008853329176,0.109415773019706,1.1761,0.31859,2.81987,9.98380333333333,8.66699783333333,11.8683776666667,0.0938931570585018,0.0792595999908346,0.111842586133411,0.098234944275818,0.0962368289965973,0.106512899347971,0.103513891764307,0.102204535950019,0.106096348044025,-7.73639715575486,-14.6105808387749,-2.63094203386484,-5.9238937675785,-14.5532543901764,-2.34190419411267,-4.75248419245608,-5.17310531481988,-3.0320022025707,-4.6607861579891,-5.19762213597875,-3.03432166524227,-3.54281271712007,-3.78476405508012,-3.09518172227431,-3.53071412913591,-3.77738340955789,-3.09805779285842
10-18,9.394525,5.255065,14.92567,0,0,0.0503500000000001,0.103442153623048,0.102165472017096,0.106088302744723,0.0978457464493335,0.0963448567788141,0.106425785663959,0.0892190452575133,0.0792046665383009,0.109058807575048,1.2719,0.31859,2.69693,9.79461333333333,8.37207933333333,11.5481066666667,0.0947234384609347,0.0792971989202331,0.112698759773284,0.0982255076716675,0.0962142959279514,0.106469848809737,0.103508306415209,0.102203415186681,0.106083818802125,-7.76699288430195,-14.6068809579154,-2.67694884661793,-5.65357981394106,-14.5166848162475,-2.24905099952305,-4.75998161538446,-5.16677968593037,-3.04752099027186,-4.66316204525664,-5.2040829874626,-3.04083610312808,-3.54372327631782,-3.78505182647803,-3.09930437384984,-3.53172494839296,-3.77760316276179,-3.09999939821471
10-19,10.733075,5.163075,14.12125,0,0,0.0528800000000002,0.103437010223501,0.10216402014266,0.106063409629399,0.0978166383928113,0.096344159014496,0.106363540413303,0.0893797324701082,0.0792071337190044,0.108826316931473,1.1851,0.31859,2.74636,9.63526916666667,8.33949233333333,11.376713,0.0955508913504838,0.0793745246293856,0.11273810129744,0.0982926254853666,0.0961920230615517,0.10643998498203,0.103502819414573,0.102202281406481,0.106076604594106,-7.69320245800236,-14.6044674405833,-2.70742739031505,-5.39864802590456,-14.4418187621915,-2.24489056260332,-4.76750077532708,-5.1669782019089,-3.05699410080512,-4.64629478896613,-5.21047861420468,-3.0453648844586,-3.54465817807595,-3.78533719205763,-3.10316522170597,-3.53271830377604,-3.77782548370186,-3.1011180106045
10-20,11.031725,5.364955,14.37971,0,0,0.05598,0.103431451602163,0.102162557089145,0.106039447985468,0.097787394196015,0.0963204434199046,0.106304125825576,0.0900681151398117,0.0792086693570627,0.10859670230221,1.4879,0.32245,2.9755,9.55579333333333,8.201776,11.226013,0.0963732611264672,0.079457360495343,0.113576027817636,0.0983668381245751,0.0961700001134671,0.106450939788731,0.103497450278974,0.102201127057689,0.106415031882225,-7.38636517111288,-14.6029654433288,-2.73793455101665,-5.15870625607226,-14.3621263412524,-2.15841280839288,-4.77506932303982,-5.17373075069288,-3.06606907595881,-4.6277288868996,-5.21681166424153,-3.04370268268526,-3.54566888318054,-3.78562478074911,-3.10688700156272,-3.53369064257097,-3.77805185387666,-3.0491551134886
10-21,10.6142,5.382145,13.82481,0,0,0.24424,0.103425889742273,0.102161078891385,0.106021639219575,0.0977579321606851,0.0962860885207282,0.106256565582342,0.0902013159044828,0.0792086593073965,0.108411914053752,1.4392,0.51952,3.54619,9.27985833333333,7.8292335,11.0344986666667,0.097191135094457,0.0795448074452489,0.114272735169887,0.0984182418008935,0.0962194263253709,0.106500018268517,0.103492189628422,0.102199959609732,0.106619940813759,-7.32868459253129,-14.6029752722429,-2.76278299827554,-4.93254349053638,-14.2785642489633,-2.0895112392134,-4.78270869302626,-5.18353124300339,-3.07335650004293,-4.61492081884418,-5.20261112237959,-3.03626909879766,-3.54668051996838,-3.7859153726791,-3.10965653862643,-3.53464364347222,-3.7782808092216,-3.0181958334238
10-22,10.2883,4.40903,12.91045,0,0,0.09501,0.103420304718958,0.102159594259979,0.106004615322084,0.097811630683521,0.0962514806598223,0.106210689721907,0.090329951151892,0.0792078325868671,0.110130104347853,1.4405,0.51952,3.62029,9.1267525,7.696873,10.8052265,0.0978907080918459,0.0798018815474216,0.115795571057655,0.0984141387390757,0.0963403733809679,0.106584452594488,0.10356012694818,0.102198790086698,0.106645946642199,-7.27348848640801,-14.6037838598631,-2.54166743761259,-4.74839485567901,-14.0362360535582,-1.94780078035522,-4.76879578386206,-5.19342621500532,-3.08040534738623,-4.61594161536357,-5.1680553836791,-3.02353083326665,-3.54769671512002,-3.78620725605405,-3.11230676005938,-3.52235981874581,-3.77851018805721,-3.01429343877888
10-23,9.769,5.35202,13.97479,0,0,0.17296,0.103483948635561,0.102158112796982,0.105986188690952,0.0977801501126764,0.0962159463017626,0.106162482746044,0.0904092550156928,0.0792694390904783,0.109956104256456,1.5507,0.51952,3.64099,8.816705,7.60920266666667,10.6904641666667,0.0985407638079708,0.0796449129649752,0.116459213122462,0.0985871923576495,0.0964085540454218,0.10669882881743,0.103622872838955,0.102197623929834,0.106674585931607,-7.23970615420293,-14.5436740914461,-2.56307728682691,-4.58456195337102,-14.1836142472096,-1.88963551364124,-4.77694633510422,-5.20360945600552,-3.08783308531315,-4.57311980392652,-5.14869575111843,-3.00637650039345,-3.53613716681531,-3.7864985431697,-3.11517838012017,-3.51105970739856,-3.77873892316439,-3.01000280728187
10-24,9.860375,4.258245,13.080605,0,0,0.15413,0.103476738381987,0.102156631564902,0.105968437842368,0.0978357691220599,0.0961791508538532,0.106115639894715,0.095488900073875,0.0791949629391266,0.115653267762936,1.5884,0.53162,3.70542,8.72443666666667,7.41974416666667,10.5803605,0.0995124549483921,0.0796634492825292,0.11871053770264,0.0987324314742895,0.0963792488661578,0.106852300243469,0.103625046948863,0.102196466852045,0.106705594946526,-5.41726696728183,-14.6163780950467,-1.96054863890939,-4.35201619908417,-14.1661150091742,-1.70712269248908,-4.76255735852274,-5.21417911258772,-3.09507103889601,-4.53754466278334,-5.15700626169638,-2.98353998778897,-3.53744450346639,-3.78678981151053,-3.1179476640692,-3.51066893782141,-3.7789658937275,-3.00536533413704
10-25,10.082275,4.07528,13.3066,0,0,0.15882,0.103519035190505,0.102160624086981,0.105949957329486,0.0978966181696675,0.0961403756685158,0.106067615549872,0.0967006510180037,0.0789755947597381,0.114995346522676,1.6148,0.74344,4.08756,8.63539666666667,7.1210055,10.3782448333333,0.100982023727195,0.0797061261005002,0.120350838008747,0.0987766287566491,0.0963630071024254,0.107100978807531,0.103709315711095,0.102195319353327,0.106749194473472,-5.06672540777386,-14.8330500395915,-2.02079152373284,-4.02638716699115,-14.1259233477112,-1.5872588225638,-4.7468743036373,-5.22534508202673,-3.10251249486799,-4.52678423863574,-5.16161904925457,-2.94697278588693,-3.52978359182032,-3.78600478586623,-3.12083389117654,-3.49556241392646,-3.77919100127729,-2.99885927467964
10-26,10.1273,5.17481,13.32559,0,0,0.46354,0.103633502951256,0.102193205184124,0.105932735164098,0.0980369635614215,0.0960995070276431,0.106021886586818,0.0981426654971441,0.0787566634502394,0.118818234239584,1.6498,0.4966,4.22832,8.4726025,6.7647505,10.1685736666667,0.101851796825617,0.0797863935247574,0.122198758319735,0.0987828323093955,0.0963534726546927,0.10736672662101,0.103757572036186,0.102194184334276,0.107175789859651,-4.68408141682295,-15.0531070695802,-1.69893009778604,-3.84730305082667,-14.0506965984811,-1.46399969833806,-4.71093553198555,-5.23714467315443,-3.10961804912443,-4.52527632842519,-5.16432919102987,-2.90848279215097,-3.50914956656066,-3.77960578460475,-3.12352645242867,-3.48694648461778,-3.77941367633935,-2.93607651049967
10-27,8.8972,3.7528,13.65615,0,0,0.21542,0.103766755755182,0.102192197931289,0.1060284326582,0.0979974937652232,0.0960670232051876,0.10653147190488,0.0982606971818608,0.0785386925490111,0.118828973211863,1.69215,0.72133,3.8121,8.17319416666667,6.405613,9.99066133333333,0.102865102803972,0.0799004461133347,0.123945214778642,0.0987855589334471,0.0965922814457645,0.108128601868427,0.103759819862207,0.102193073977974,0.107631897405049,-4.65430957454858,-15.2760640135442,-1.69811573711262,-3.6504654477015,-13.9446236004861,-1.3578332023759,-4.72100992707925,-5.24654599355002,-3.03151637499358,-4.52461375122165,-5.09695459849548,-2.80140247159548,-3.48530963687549,-3.77980341869803,-3.10859970838758,-3.48654576195569,-3.7796315279999,-2.87067044699043
10-28,9.26455,3.360115,13.541615,0,0,0.27041,0.103780150089612,0.102191177917582,0.106475356922538,0.0984125778552016,0.0960349781724463,0.106678090352762,0.0984379340583504,0.0783220102736177,0.118815757248475,1.79255,0.72133,3.55785,8.07119166666667,6.29650866666667,9.82259583333333,0.103391134310137,0.0800543639562202,0.125596912442828,0.0988588586097107,0.0967311221531754,0.108981103372001,0.10381792829196,0.102262688075278,0.108101636420676,-4.61002533468461,-15.5016036244335,-1.69911799952286,-3.55300989890048,-13.8029793712865,-1.26574705058925,-4.61633001651426,-5.25583998105159,-3.00947828657208,-4.5068448632904,-5.05826403769011,-2.68708995243343,-3.48292395271249,-3.78000356913158,-3.0400016849383,-3.47620567204348,-3.76600207309157,-2.80511157935644
10-29,7.2449,3.385285,13.846405,0,0,0.45763,0.103774540157094,0.102190160184051,0.107610691969596,0.0984803872152903,0.0960029945494928,0.110678301607376,0.100976678670243,0.0781078632473963,0.165221237811328,1.99455,0.67996,3.46389,8.12777916666667,6.11387666666667,9.77525233333333,0.103517701929314,0.0802428452086377,0.127168909375148,0.0990742093049889,0.0967176382506515,0.109853226101942,0.10388661612215,0.102429861868155,0.108549574775978,-4.02751795621233,-15.7284033156436,-0.295522720256814,-3.53002477450421,-13.6318500539948,-1.18492101462516,-4.59949248310542,-5.26513567548814,-2.47559065782955,-4.45511851450324,-5.06200623888778,-2.57583676530017,-3.48392290957602,-3.78020328469592,-2.87367268218032,-3.4640299990532,-3.73350966372635,-2.74424646148861
10-30,6.8598,0.163575,11.970845,0,0,0.19135,0.10376880298367,0.102189075311565,0.108452481807454,0.0985187089592133,0.0959709882473194,0.111919687365507,0.100880108206214,0.0778959650302102,0.154872014766769,2.0745,0.66122,3.54309,7.90302666666667,5.86712216666667,9.82231216666667,0.104629516530887,0.0805826404092856,0.128674927919765,0.0993968940139836,0.0966860950183438,0.110740057729059,0.103894026022818,0.102487214377968,0.109016713969167,-4.04801336368467,-15.9567136131032,-0.416508466362281,-3.33552879878618,-13.3296639474698,-1.11317900329857,-4.59000921055269,-5.27445752856806,-2.33335814549526,-4.37892541198186,-5.07077332394156,-2.46827559296564,-3.48494487635918,-3.78041618912362,-2.75730497398224,-3.46271954387874,-3.72243928997319,-2.68243678795466
10-31,7.035575,0.955855000000001,13.386145,0,0,0.14071,0.10376231496093,0.102189463194931,0.109064645877883,0.0989418570791126,0.0959391044982839,0.11245803506954,0.100735220870456,0.0778693124718029,0.144454575559634,2.0564,0.6505,3.58503,7.39114166666667,5.58537783333333,9.69762216666667,0.105117738521485,0.0809623980300112,0.130125944382322,0.0997664380593648,0.0966545923458178,0.111585018921276,0.103935311743719,0.102489896291143,0.109501451882781,-4.07899618816436,-15.9857084966128,-0.602636960519929,-3.25416145257702,-13.0013090814907,-1.04888980527284,-4.48682487326688,-5.28376319719723,-2.27470859876989,-4.29356188356358,-5.07954715320378,-2.37072440322801,-3.48610102178253,-3.7803400660189,-2.67618873382145,-3.45542886238241,-3.72192257361596,-2.62003971059013
11-01,5.869075,-0.32194,11.608905,0,0,0.19812,0.103800278912865,0.10219055392227,0.109677751216614,0.0989406866038342,0.0959073829631336,0.112502505556424,0.100514044363118,0.0780810407336238,0.151301387097148,2.2029,0.68091,4.14034,7.254185,5.32419466666667,9.65717833333333,0.106896400204561,0.082066911251502,0.131557822436932,0.100080137262425,0.0966231252892516,0.112345041183858,0.104001335239293,0.102492878198585,0.110002195476797,-4.12683805019688,-15.7570876675581,-0.47137189959015,-2.97701609638803,-12.0995332158579,-0.989729137312897,-4.48710646693919,-5.29304089207646,-2.26994262847127,-4.22264678580858,-5.08832908111299,-2.28687192724318,-3.47934242786754,-3.7801260177474,-2.59777470533479,-3.44380759484651,-3.72134815832147,-2.5573851902949
11-02,6.33345,0.390930000000001,11.19804,0,0,0.17481,0.103793795792779,0.1021895289811,0.11009425643274,0.0989293718113612,0.0958758728098246,0.112540961649478,0.100476122446786,0.0797057721739704,0.140682548596525,2.17795,1.01394,4.32276,7.21494833333333,5.03277433333333,9.58346533333333,0.107156302808408,0.0831793954587744,0.133709630117568,0.100326649336615,0.096591699674235,0.112393621600602,0.104154170791431,0.102496056761035,0.110148245913143,-4.13510762249271,-14.1262561066487,-0.693451222129147,-2.93891019285972,-11.2654026581709,-0.908107510139261,-4.48982966997057,-5.30227593799448,-2.26583079634569,-4.16789538450445,-5.09711745849894,-2.28163299543619,-3.48049549242466,-3.78032715549539,-2.54606090840014,-3.41708366682968,-3.7207359766929,-2.53944746652357
11-03,7.272275,0.974655,11.04631,0,0,0.1677,0.103787497336909,0.102188024406694,0.110149202166267,0.0989087435805671,0.0958450363550503,0.112801414738228,0.100846505307325,0.0798658915338805,0.132988295432336,2.3513,1.01394,4.27424,6.86823,4.7935705,9.25325983333333,0.108246885312052,0.084297718833633,0.136678172271581,0.100665049767763,0.0965603165434941,0.112443474590611,0.104258948896168,0.102499378555329,0.110201880905822,-4.05517405100423,-13.9766597943395,-0.93454481767886,-2.78520124184568,-10.4948778012966,-0.808251029903509,-4.49479945399399,-5.31133208144238,-2.23821424110253,-4.09410289936753,-5.10591196438148,-2.27627165143804,-3.48161614823064,-3.78062244105221,-2.53933051442554,-3.3989051374047,-3.7200963369373,-2.53289765396759
11-04,7.633325,1.75445,10.45595,0,0,0.27074,0.103783084166515,0.102186419262263,0.110209509771034,0.0988841181831791,0.0958148201666376,0.113530296378141,0.10110803188389,0.0799186903906098,0.150270802590696,2.3598,1.01394,4.16773,6.73862416666667,4.5561225,8.971688,0.110219010715011,0.0847459210411076,0.139691348955722,0.100885552228556,0.0965257010058625,0.113352934269683,0.104450176454572,0.102526261962463,0.110257058094828,-3.99983812089864,-13.9277441973621,-0.488776750121268,-2.53081002285176,-10.2037560836442,-0.719956185124843,-4.50074080502431,-5.32022390102428,-2.16302916721855,-4.04685467222996,-5.11563321345337,-2.18104434691859,-3.48240161922281,-3.78093749455703,-2.53196766201249,-3.36602343104265,-3.71492451405432,-2.52618045232926
11-05,6.709175,1.13143,11.256545,0,0,0.28956,0.103779490613388,0.102184954201333,0.110267402089811,0.098859874925404,0.0959710835000001,0.115355563024167,0.101962896192883,0.0799668289323862,0.147728033679292,2.27905,1.01394,4.1806,6.39063833333333,4.198775,8.88676366666667,0.11132197658186,0.0848462720443939,0.14274790801782,0.101200639357557,0.0964873165358195,0.114308029409501,0.10469456617213,0.102576001750979,0.110778724117477,-3.825116353834,-13.883323385576,-0.535093343195246,-2.40059337130325,-10.1398961008693,-0.641856269871204,-4.50659907739224,-5.27442975708523,-1.98753988344241,-3.98045895134012,-5.12643864209476,-2.08609090491655,-3.48304136753582,-3.78122508008083,-2.52492354510191,-3.3245491100794,-3.70537810026676,-2.46370860360767
11-06,7.032275,2.26102,12.139135,0,0,0.29167,0.103829845065983,0.102183681707816,0.110682883964952,0.0991872976103662,0.0959390501955548,0.116584878045537,0.10556130050826,0.0800113448086873,0.144353430128889,2.1993,0.98847,3.86278,6.10117916666667,3.81975166666667,8.88739533333333,0.111858854551597,0.0849802629459621,0.145609103759646,0.101708533360315,0.0964489364746237,0.115271496596202,0.104827965810356,0.102626447706947,0.111422810927768,-3.18227509895228,-13.8423952381016,-0.604880405030186,-2.34009787899931,-10.055367781325,-0.577717042196624,-4.42823781992446,-5.28377906276085,-1.8788552922591,-3.8761391591595,-5.13726996165677,-1.99524153152896,-3.47408965062559,-3.78147488649845,-2.4750469895057,-3.30216674051739,-3.69572591887882,-2.38909086706459
