Date,avg_C.med,avg_C.10,avg_C.90,ppt.med,ppt.10,ppt.90,VWC.Deep.med,VWC.Deep.10,VWC.Deep.90,VWC.Intermediate.med,VWC.Intermediate.10,VWC.Intermediate.90,VWC.Shallow.med,VWC.Shallow.10,VWC.Shallow.90,ppt_rollsum.med,ppt_rollsum.10,ppt_rollsum.90,avgC_rollmean.med,avgC_rollmean.10,avgC_rollmean.90,VWC.Shallow_rollmean.med,VWC.Shallow_rollmean.10,VWC.Shallow_rollmean.90,VWC.Intermediate_rollmean.med,VWC.Intermediate_rollmean.10,VWC.Intermediate_rollmean.90,VWC.Deep_rollmean.med,VWC.Deep_rollmean.10,VWC.Deep_rollmean.90,SWP.Shallow.med,SWP.Shallow.10,SWP.Shallow.90,SWP.Shallow_rollmean.med,SWP.Shallow_rollmean.10,SWP.Shallow_rollmean.90,SWP.Intermediate.med,SWP.Intermediate.10,SWP.Intermediate.90,SWP.Intermediate_rollmean.med,SWP.Intermediate_rollmean.10,SWP.Intermediate_rollmean.90,SWP.Deep.med,SWP.Deep.10,SWP.Deep.90,SWP.Deep_rollmean.med,SWP.Deep_rollmean.10,SWP.Deep_rollmean.90
03-05,5.598825,1.53953,10.115455,0,0,0.20962,0.1291302406923,0.112657733400302,0.161042622978853,0.130160883802508,0.116227344971453,0.217422285546243,0.138822688768062,0.115132686487063,0.196728311061513,1.98765,0.79328,4.43865,6.20782833333333,4.2378335,8.3804565,0.147800368894375,0.11686948954354,0.203466259790959,0.131886559447892,0.116553695260709,0.209824379059451,0.12893649639096,0.112754092075405,0.160694020379276,-0.744179372193906,-2.00803624083736,-0.117075659596412,-0.533705527834548,-1.85470882502871,-0.0979215169545594,-1.04739701250203,-1.90972002294454,-0.0688703520598689,-0.976711869124493,-1.88152348792696,-0.083173413870007,-1.09251395605597,-2.2533993770353,-0.338539377847606,-1.10125111421548,-2.24320212402042,-0.342453672821789
03-06,5.8836,0.952485,9.66499,0,0,0.24725,0.129194975834729,0.112768276438369,0.161367623335357,0.130171790520596,0.116380930322941,0.21551131515626,0.137643455123143,0.115105452176996,0.193432869479488,1.97565,0.71685,4.38604,6.2800375,4.5913405,8.43598816666667,0.14936670328775,0.115683910954608,0.201595296259797,0.131735618236038,0.116690244154943,0.213348301199806,0.128981764989713,0.112881797440471,0.161072389833534,-0.778631640682094,-2.01055797092208,-0.128052251335226,-0.504677494183606,-1.95779519379062,-0.102839943724448,-1.04693153831438,-1.89638820288967,-0.0721724693206476,-0.982663385161066,-1.86987271345572,-0.0761398778682269,-1.0896130179353,-2.2417056847221,-0.334937911568412,-1.09920225368813,-2.22977195512054,-0.338207610479741
03-07,6.97125,1.638445,9.14725,0,0,0.24762,0.12924432700749,0.112858942055872,0.16171497885515,0.130215052170166,0.116488396144029,0.21431572703517,0.136835402465138,0.115174895829974,0.214282203211111,1.9521,0.79116,4.44854,6.41406833333333,4.98159183333333,8.3440765,0.149576718233104,0.114635044482208,0.199781649167047,0.131566305373629,0.116814093432536,0.216081952820187,0.129013994406217,0.113006210698633,0.161425218015904,-0.803336352551855,-2.00413533822116,-0.0743959077680227,-0.500929723312022,-2.05471455212549,-0.107890423728181,-1.04508764842669,-1.88712549568203,-0.0743341931961969,-0.98939064951501,-1.85937959500631,-0.0711670890635328,-1.08740762129809,-2.23216851182818,-0.331138941946708,-1.09774630828044,-2.21677980481964,-0.334304439954547
03-08,7.698625,1.724095,10.650545,0,0,0.15722,0.129304824733232,0.11292265616304,0.162499127610617,0.130415887572173,0.116539574516785,0.21594937433946,0.136665031227399,0.114970910280419,0.208879516111355,1.86925,0.80024,4.48989,6.53752166666667,4.931421,8.3250975,0.150429966005733,0.113678700715231,0.198047635978263,0.131616816620378,0.11692538191558,0.215157446324251,0.129030576831789,0.113128282387295,0.161752493192592,-0.808663406503225,-2.02307108905698,-0.0851888636860235,-0.486039491988871,-2.14809108252992,-0.112997091002741,-1.03657806414589,-1.88273322906973,-0.0713991807603094,-0.987377986161802,-1.85001033817047,-0.0728044160081775,-1.08471134302607,-2.22549523042161,-0.322749508738464,-1.09699809975391,-2.20411953358677,-0.330731725662962
03-09,7.380675,2.45756,13.31406,0,0,0.3507,0.129661375091407,0.112952747839407,0.163296861496899,0.131437455692239,0.116561398571555,0.215402347273802,0.137825194307168,0.114468657177184,0.234138050743068,1.9071,0.78694,4.01931,6.699035,5.117984,8.3173105,0.151498438286055,0.112782621099653,0.196360703968874,0.131782557061938,0.117025504141965,0.214207982761891,0.129030638997402,0.113247339182947,0.162270491828109,-0.773200328493628,-2.0706084109565,-0.046492336497575,-0.468128472648794,-2.24019354055757,-0.118243091239755,-0.994546897923255,-1.8808639254726,-0.0723663693815796,-0.980808011060035,-1.84162906982296,-0.074532758230348,-1.06898095671727,-2.22235173671659,-0.314472660080627,-1.09699529594643,-2.19185463484812,-0.325169271635386
03-10,8.509775,2.93004,12.43612,0,0,0.19763,0.129717570908192,0.112961912750139,0.164055813837131,0.13156018964435,0.116531347943352,0.214281865114548,0.138305391740768,0.113732592715911,0.232559318985338,1.96245,0.83252,4.1095,6.92266416666667,5.31654733333333,8.4625335,0.150208715666031,0.112003128720459,0.193810403166938,0.131935868811325,0.117112497038107,0.213134432226542,0.129214465265813,0.113360513727375,0.163167124010926,-0.759064777652807,-2.14269679004987,-0.0481913171264007,-0.489849472506419,-2.32415107292578,-0.126734509484253,-0.989634666697194,-1.88343843568659,-0.0743965304857775,-0.974776922476137,-1.83438348050852,-0.0765460684006357,-1.06652649895691,-2.22139538301656,-0.306831363717474,-1.08874144306419,-2.18027084087953,-0.315801413546115
03-11,7.406075,2.81678,12.56053,0,0,0.17206,0.129804259037621,0.112973172996464,0.164779751980172,0.131322263052489,0.11646968005583,0.212894578076906,0.136794423492043,0.113449827959745,0.226173369471029,1.9497,0.65324,4.21912,7.1479525,5.21385266666667,8.72814466666667,0.147985738579306,0.111423509729549,0.191375317494949,0.132076466856278,0.11718532835873,0.211860332673186,0.129447815268662,0.113467546214939,0.163985733539814,-0.804613836724367,-2.17118057188797,-0.0558622386569947,-0.530168528298666,-2.38901138129874,-0.135526897387086,-0.999183683853054,-1.88873480154061,-0.0770046790558896,-0.969284684334091,-1.82834344520844,-0.0790199829021805,-1.06275335450884,-2.22022105169979,-0.299747401708859,-1.0783700248046,-2.16938259275158,-0.307527628633567
03-12,7.46645,1.809275,11.42,0,0,0.371,0.130210542418253,0.112979666512075,0.165476668891184,0.131139572574589,0.116378461689033,0.211651115215772,0.136120268963197,0.113185878102689,0.219883881135724,2.12455,0.64043,4.20723,7.400825,5.254218,8.88167466666667,0.146129525481924,0.110861981778679,0.191623131108259,0.132198777226355,0.117242899256577,0.210589091066179,0.129666159273295,0.113568004733895,0.164740444441455,-0.825980658331977,-2.1981760265824,-0.0648775392028285,-0.566885530330208,-2.45390887024411,-0.13459968502657,-1.00659022110081,-1.89660161376167,-0.0794352464129309,-0.964536717174026,-1.82358570643422,-0.0815836315252864,-1.04527968192048,-2.21954417825484,-0.293110759168459,-1.06877173734197,-2.15922185076607,-0.300127013317485
03-13,7.580125,3.333405,12.06436,0,0,0.24053,0.130574124170342,0.112981467700278,0.166146691456397,0.1337316581625,0.116289076841575,0.210379173901861,0.139497076925087,0.112711387714184,0.22408560959792,2.17205,0.63661,4.19495,7.3725525,5.56274683333333,9.05282083333333,0.144433626917234,0.110343979364421,0.194099188123842,0.132292578242724,0.117284782558581,0.209324432306282,0.129864591944716,0.113662140056238,0.165440108397424,-0.725291235915167,-2.24771457418571,-0.0586792055121296,-0.603100796362083,-2.51564166095049,-0.125737405770409,-0.907314259558703,-1.90434810512231,-0.0820164107617662,-0.960914175397928,-1.82013365716103,-0.0842326836534933,-1.02993138995147,-2.21935646879483,-0.28689426660107,-1.06013669584702,-2.14975195417403,-0.293454550546725
03-14,7.3924,4.072245,13.03385,0,0,0.19067,0.130769907790569,0.112987232828078,0.16678698352271,0.133922075979991,0.116213544802061,0.209099664034905,0.137676655213681,0.112088755966821,0.235790037641762,2.2372,0.662,4.46906,7.3752175,5.726922,9.307948,0.142889796548758,0.109868168118282,0.196482793017317,0.132364158270238,0.117213454791903,0.208062299220723,0.130044888691683,0.113750445153927,0.166091148506383,-0.777636072583739,-2.3147476589643,-0.044790179443959,-0.638482301510252,-2.57397890131902,-0.117853837774623,-0.900491353272304,-1.91092337794555,-0.084714135206388,-0.958160670066031,-1.82601719703695,-0.0869789923465687,-1.02177754029434,-2.21875578720769,-0.281099514890617,-1.05236267224755,-2.14091341033407,-0.287403600203995
03-15,7.549675,3.990585,11.522435,0,0,0.27589,0.130773615432083,0.112994600395824,0.167422651878983,0.134005702057404,0.116137177617449,0.208593234603517,0.136685868630572,0.111019400890055,0.236931694452571,2.3242,0.69814,4.49908,7.34651666666667,5.74667516666667,9.67763716666667,0.142007048012495,0.109435870289935,0.198749744148653,0.132431226177612,0.116971935575996,0.206794171290187,0.130120436538558,0.113832574482743,0.166709003846303,-0.808009627984553,-2.435506366072,-0.0436570572564019,-0.659821263151512,-2.62837989673236,-0.11089550077349,-0.897514208048671,-1.91759880238115,-0.0858109409332857,-0.955589240313325,-1.84610768769998,-0.0898461923926894,-1.02162386896702,-2.21798842503634,-0.275483698456014,-1.04912535951136,-2.132731744188,-0.281797755545553
03-16,7.001475,4.473965,11.142895,0,0,0.204420000000001,0.130577988097948,0.112998653126166,0.168029039398151,0.134061104660767,0.116049511459708,0.207189904804939,0.136000660977494,0.109575071307667,0.236930304185967,2.3772,0.6944,4.59552,7.50076833333333,5.93306033333333,9.80973416666667,0.141195277651661,0.10908382630571,0.200879518855849,0.132493403330985,0.116731274574605,0.205524967988265,0.129944122971959,0.113908174545728,0.167293407655543,-0.82984162972038,-2.61071477456157,-0.0436584162668966,-0.680196374700116,-2.67369335960811,-0.104798882215563,-0.895548279285118,-1.92529609485459,-0.0889395544573258,-0.953212648879827,-1.86638863775297,-0.0928290013155356,-1.02976972159294,-2.21756645114866,-0.270250419055326,-1.05669909800808,-2.1252333465986,-0.276614628717136
03-17,6.9173,3.00915,10.15831,0,0,0.4081,0.130376481194751,0.113347949991468,0.168610259168703,0.134053709815341,0.116771764999194,0.219486277218675,0.142706154582009,0.108654708848126,0.23441875297051,2.23075,0.6944,4.45124,7.57801666666667,5.89037683333333,9.77950916666667,0.140441840175215,0.108722484625267,0.2028669779498,0.132548744036995,0.116491321427691,0.204258391030417,0.129764639924699,0.113977080825366,0.16784200566052,-0.642853157497633,-2.73018925809948,-0.0461977580875433,-0.699779686926624,-2.72117249752174,-0.0994658643366148,-0.895810384838675,-1.86295797669896,-0.0655034559322763,-0.951103273030859,-1.88687411198476,-0.0959236994367121,-1.03824123632355,-2.18155318498963,-0.265344888286894,-1.06447582452509,-2.11842615248991,-0.271851866886285
03-18,7.4792,4.95366,11.96874,0,0,0.34402,0.130282588415142,0.113712399844844,0.169161012479216,0.13398642141186,0.1165499162085,0.216383812174697,0.14101368064395,0.108346859738742,0.231274303023809,2.3017,0.64043,4.55978,7.70486,5.83528233333333,9.68285533333333,0.139964559529126,0.10831699569432,0.204697224494597,0.132597528608464,0.116252723094796,0.20299876335417,0.130141618759624,0.114040374098768,0.168358606475737,-0.684856215041884,-2.77159456717228,-0.0496288907917105,-0.71253204426227,-2.77565081841432,-0.0948377862123715,-0.898199573209664,-1.88184715332249,-0.070641990996976,-0.949248391406134,-1.90750943708307,-0.0991237852669021,-1.04221684109044,-2.14471609708698,-0.260793858948069,-1.04821980226154,-2.11219628488778,-0.267455749788777
03-19,8.3867,3.759115,13.682875,0,0,0.27784,0.131269762184788,0.114129147674294,0.169678476917234,0.133903271508801,0.116267379581091,0.213500461997308,0.139163517302025,0.107484311500601,0.229567332328913,2.3006,0.602,4.34003,7.75799583333333,5.955104,9.7289925,0.139035214513595,0.107874292288923,0.206695097351159,0.132631358883143,0.116016757708731,0.201745846697509,0.130706558816569,0.114097938716459,0.168845280777361,-0.734561384332955,-2.89164304177944,-0.0516181350509416,-0.738164576661756,-2.83661600342656,-0.0900748904135567,-0.901162420689117,-1.90623415510104,-0.0758524457524074,-0.947964624664823,-1.92818136947733,-0.102433475075296,-1.00130549333492,-2.10349507426882,-0.256602201038797,-1.02440742691187,-2.10654917991737,-0.263391386461034
03-20,9.382725,4.19761,14.031095,0,0,0.09244,0.131840792830783,0.114563841771684,0.170161593816627,0.133760492696202,0.115921607665329,0.210822391948687,0.137354372464293,0.107061286177328,0.224169116754895,2.46635,0.56843,4.64859,7.85300666666667,6.06469016666667,9.69702383333333,0.138159302952284,0.107402031711016,0.20902368009707,0.132649466972483,0.115783968131676,0.200503434121402,0.130902994588639,0.114150020188368,0.169303464393488,-0.78736466272037,-2.952773554197,-0.0585633359683937,-0.763332434386322,-2.90341440918308,-0.0848776313088651,-0.90627714511851,-1.93659232223697,-0.0811058233195617,-0.947278319881029,-1.94883650115015,-0.105845913005239,-0.978511881004706,-2.06149825554145,-0.252760862880217,-1.01627862859546,-2.10145542861075,-0.259631878945596
03-21,8.64905,5.31345,13.2305,0,0,0.18171,0.131874448620974,0.114961736183978,0.170612347360106,0.133586719018441,0.115594665526496,0.208268086225243,0.136725218721789,0.106700688077431,0.219795943749605,2.55545,0.49742,4.68444,7.98494333333333,6.0704465,9.94017583333333,0.137298625856712,0.106906037179369,0.209356567290311,0.13265321528139,0.115554077740096,0.199277112015103,0.131001657064902,0.114193177796409,0.169733718468839,-0.806776721894668,-3.00609860242418,-0.0650153577438744,-0.789062097608881,-2.97559271659853,-0.0841641168289691,-0.912548815224549,-1.96582717301311,-0.086524034331549,-0.947136331055998,-1.96949297638107,-0.109347462055474,-0.977187807632128,-2.02392769507106,-0.249238336048059,-1.01222476279073,-2.09724555089001,-0.256159470719613
03-22,8.597975,5.33938,13.07807,0,0,0.18147,0.131869072974883,0.115292752091161,0.171036976049977,0.133358210630361,0.11528988458757,0.205771032214076,0.135998975253103,0.106176855023885,0.215250425620124,2.62445,0.57639,4.64931,8.16701916666667,6.12773983333333,10.1102635,0.136490640398636,0.106399586583102,0.210814374601942,0.132640197823124,0.115325524012224,0.198063112653546,0.131085562422948,0.114231174197956,0.170132095665659,-0.829896198360096,-3.08561637769803,-0.0726377367548746,-0.814159680610235,-3.05150397272493,-0.0811221878453033,-0.920874611035001,-1.99355391078802,-0.0922416262971146,-0.947629551036468,-1.99028780886972,-0.112950257819736,-0.977399151305494,-1.99329088878134,-0.245973218234729,-1.00879235539424,-2.09354742616725,-0.252993439386869
03-23,8.4557,5.50442,13.66263,0.01355,0,0.23648,0.131869964542997,0.115355534560775,0.171421517547566,0.133171598791297,0.114987179556742,0.203633937534167,0.133565416900072,0.105255098381064,0.213882542374448,2.5226,0.69691,4.64931,8.22874583333334,6.49437816666667,10.3425328333333,0.135704318383176,0.105860600334436,0.212059345371492,0.132608069978842,0.115097784977169,0.196848059125803,0.131153469716979,0.114264820680018,0.170498470974277,-0.913321174482452,-3.23169568476437,-0.0751363609008397,-0.839500415342782,-3.13483425568427,-0.0786273665290011,-0.927740921935408,-2.0215530495265,-0.0974945256382188,-0.948848153640324,-2.01126858544198,-0.116698330149391,-0.977364095523137,-1.98754248509729,-0.243060126388544,-1.0060245229436,-2.09027914021612,-0.250122713775512
03-24,8.3927,5.41718,13.465445,0,0,0.24508,0.131842524148909,0.115227272324143,0.171787800215657,0.132967295883613,0.114692436333366,0.202851487029916,0.130651436926683,0.104233123282652,0.218419939349786,2.3726,0.61361,5.09103,8.2908875,6.6263505,10.4678503333333,0.134975178914806,0.10534991546005,0.211709583516545,0.132534015878115,0.114870853130774,0.197787105953855,0.131196992056565,0.114295226751432,0.170804572589386,-1.02670231979939,-3.40337506972573,-0.0672178732059821,-0.863840023390964,-3.21629546599265,-0.0793189355117239,-0.93532806385567,-2.04926595666353,-0.0995061666383038,-0.951664111831134,-2.03243697997221,-0.1137889427199,-0.978443716139134,-1.99930732265368,-0.24032340828555,-1.00425534220209,-2.08733082982334,-0.247753908171236
03-25,8.6332,3.385185,11.93046,0.04055,0,0.39317,0.131796496572973,0.115094224309894,0.172133009253746,0.132591704120985,0.114368245424887,0.213992911342811,0.129500410412854,0.103580333976672,0.22761727292067,2.36075,0.93814,5.0512,8.25171,6.68166266666667,10.479399,0.134309025268827,0.104848984270475,0.211057864754334,0.132421326479235,0.114643076628594,0.200550738411337,0.131215186384819,0.114323178233797,0.171024701357332,-1.07604863518227,-3.51871595705199,-0.0540078208608294,-0.886813411695047,-3.2986565260013,-0.0806269355827374,-0.949469623274181,-2.08027077085161,-0.0749310079228659,-0.955968285123263,-2.05395097102252,-0.105713535178202,-0.980257819156085,-2.01159869814891,-0.237777605266488,-1.0035168399207,-2.08462488663701,-0.246066886416612
03-26,8.168375,4.875295,11.873525,0.04075,0,0.22105,0.13174044219101,0.114946641590331,0.172429422380306,0.132162286167312,0.11406532691061,0.214018945446969,0.133518847744349,0.103014797741769,0.224964081895886,2.28805,0.94797,4.787,8.3635625,6.65570833333333,10.7138811666667,0.13369221653232,0.104344964398981,0.210431258728634,0.13227038111247,0.114417396310754,0.203260759914432,0.131206716426478,0.114348181280382,0.171214750616286,-0.915012358071104,-3.62241222507583,-0.057473796434612,-0.908735173084038,-3.38406769388441,-0.0819087752106131,-0.965950364873324,-2.10974620070806,-0.0748826660283591,-0.96176995334852,-2.07553442973141,-0.0984478573255702,-0.982472514111948,-2.02533804954271,-0.235617198763704,-1.00386055264251,-2.08220790933885,-0.244621360305591
03-27,7.764075,3.105775,10.86378,0,0,0.35272,0.131646810934024,0.1148038658301,0.172641768804124,0.131710033430528,0.113836094522445,0.212338793386245,0.133754149927444,0.102617264615381,0.223160762265619,2.08545,0.94797,4.66212,8.49100166666667,6.7383255,10.840406,0.133079796563165,0.103824188391618,0.209805290518232,0.13207780415768,0.114193584984068,0.205913372278733,0.131168740336524,0.11437054868772,0.171375196011239,-0.906505159562539,-3.6974807578917,-0.0599808620367772,-0.931141071893648,-3.47509389631319,-0.0832135662481395,-0.983676444799226,-2.13238191157884,-0.0780799718430782,-0.969232621628516,-2.09720587887715,-0.0919038658787347,-0.9861851400294,-2.03873615840531,-0.234083847427217,-1.00540335156916,-2.0800485341799,-0.243408854353139
03-28,7.39885,3.13008,10.943635,0,0,0.435610000000001,0.131531464576695,0.114692067423403,0.172762240762473,0.131255646694975,0.113696285683885,0.21053791296883,0.139700179432816,0.102352677223456,0.228264214989579,2.2271,0.98253,4.64481,8.64184333333333,6.81585083333333,10.781991,0.132494415882764,0.103277117598429,0.207958861123166,0.131851186263746,0.113969322274864,0.207302039117713,0.131102274129853,0.114390500209069,0.171508638417806,-0.719714794960887,-3.74846993040552,-0.0532007338599212,-0.953174004378537,-3.57386816801397,-0.0872087488621095,-1.00187688049435,-2.14632915185099,-0.0816888930080671,-0.978102759054968,-2.11919131728801,-0.0886846310984994,-0.990781752351148,-2.04930092489946,-0.23321919390846,-1.00811036447162,-2.07812463695416,-0.242405851184419
03-29,6.8246,2.329345,12.25073,0,0,0.29743,0.13140995116467,0.114645892062956,0.172837181917853,0.130804134351018,0.113546494700261,0.208694785038359,0.13644123510916,0.10209175324137,0.223811038706441,2.40125,0.96498,4.02263,8.67861166666667,6.90329233333333,10.7671506666667,0.131936122338529,0.102750032367478,0.205869510514734,0.131598294540213,0.113745703776478,0.207484674083894,0.131010916538504,0.114407508133382,0.171616534197261,-0.815724849784568,-3.79957360137093,-0.059062109133238,-0.974766985604425,-3.67220558902116,-0.09200778905221,-1.02035998854801,-2.16139268720934,-0.0855896603193495,-0.988115448592592,-2.14138688089987,-0.0882712897830371,-0.995651694329379,-2.05368339979392,-0.232683239856502,-1.01184529485169,-2.07648625635408,-0.24159845609673
03-30,7.0751,2.92333,13.327805,0,0,0.13217,0.13145024997336,0.114595203824844,0.172855536001316,0.130755624356873,0.11339523539948,0.206801196250335,0.136554132382385,0.10182139550944,0.217290170649328,2.2462,0.95829,3.81815,8.65147083333334,6.99478383333333,10.8833665,0.131376272934227,0.102254170250176,0.203797413789388,0.131196931947091,0.113526295508437,0.206392953648541,0.130895375040904,0.114421006734898,0.171698039845267,-0.812153479890529,-3.85340086579282,-0.0690927843277217,-0.997006461906672,-3.76766660261854,-0.0970803621777019,-1.0223698053404,-2.1767315568238,-0.0898300024941219,-1.00425778309776,-2.16343359282926,-0.0907766306293011,-0.994033476317441,-2.05850702030164,-0.232552200835654,-1.01659250414804,-2.0751870229487,-0.240990659653934
03-31,8.5125,3.956175,13.036315,0,0,0.22182,0.131446266819076,0.114540888909823,0.172870417089539,0.130706754660125,0.113234577226976,0.205111274270159,0.13279281030313,0.101542753216643,0.22226503337147,2.13725,0.87869,3.74252,8.81014083333334,7.06957716666667,10.7806933333333,0.130840364761999,0.101806300132469,0.201786076746492,0.130772805430798,0.113309640626468,0.205227704573232,0.130755800251638,0.114430863198843,0.171752421868407,-0.941866331542919,-3.90982866082124,-0.0612743763170587,-1.01886198973872,-3.85643292375038,-0.102325182100028,-1.02439928422074,-2.19316544764686,-0.0938265727696409,-1.02165743890021,-2.18546884832518,-0.0935445326141868,-0.994193282507876,-2.06369071707787,-0.232446021651862,-1.02236250935266,-2.07423895366845,-0.240586137696853
04-01,9.756975,3.57891,13.321045,0,0,0.30765,0.131387003714144,0.114481869425899,0.1728556082583,0.130648128606655,0.11307105687001,0.203810204915914,0.131240187347538,0.101292182394539,0.233506494332234,2.1862,0.83421,3.73235,9.01134333333333,7.23530433333333,10.952749,0.130324257174,0.101410102041245,0.200664044473574,0.130343901571508,0.113095563489029,0.203909177765994,0.130592658201512,0.114425252971765,0.171780671345127,-1.00250311093679,-3.96141210401431,-0.0471633148135476,-1.04045027498737,-3.93703661218525,-0.105397255180631,-1.02684024954148,-2.21004376380825,-0.0970480444381813,-1.0396186762397,-2.20750441986477,-0.0967984138810655,-0.996574559234404,-2.06934100570102,-0.232551685130104,-1.0291561928527,-2.07477852462741,-0.240376321809943
04-02,7.66965,4.35462,13.749805,0,0,0.2473,0.131313162408198,0.114425643513626,0.172851230017756,0.130639365111036,0.112915595795627,0.20245781639006,0.131131694532837,0.101044917178121,0.22773522867664,2.16345,0.83421,3.83219,9.149855,7.47665116666667,11.1295851666667,0.129826547539327,0.101029539963896,0.198204968121822,0.129910323741779,0.112884223189289,0.202589625447934,0.130406178338334,0.11440354362049,0.171783668114843,-1.00691107318262,-4.01310985919044,-0.0538595872187304,-1.06178580153646,-4.01635129936896,-0.11252206919861,-1.02720572169628,-2.22623354914109,-0.100536912656851,-1.05815839297783,-2.22951777690365,-0.100190390679073,-0.999551100973161,-2.07474095834923,-0.232582935538814,-1.03698755461353,-2.0768680223139,-0.240354076817374
04-03,9.15495,3.154515,13.44266,0,0,0.24155,0.131202696232307,0.114366624240183,0.172813207410814,0.130556709666837,0.112756797990341,0.202047692551504,0.129983481334314,0.100802402187861,0.221284113062579,2.1256,0.84744,3.72147,9.13954666666667,7.76987916666667,11.0757788333333,0.129344332600886,0.100663139766409,0.196407018750325,0.129472382888497,0.112676573042514,0.201268529289089,0.130196157397152,0.114353324986175,0.171761451751133,-1.05500279854796,-4.06459516635627,-0.0627291389801008,-1.08295483466939,-4.09451502068766,-0.118095247363636,-1.03066039456413,-2.24291656047352,-0.101624263454478,-1.07728494481408,-2.25140132738015,-0.103728791260039,-1.00402374194661,-2.08042721225458,-0.232854538109706,-1.04589250275153,-2.08171109427631,-0.240519046853546
04-04,8.7923,3.78569,15.74324,0,0,0.38608,0.131049316311447,0.114220177557601,0.172731684368952,0.130392525521486,0.112580630349788,0.202494127661925,0.129532984084342,0.0998182355074539,0.218661110133323,2.1942,0.9476,3.72803,9.17616833333333,7.962281,11.5195126666667,0.128874706526309,0.100304188715049,0.196258472233189,0.129030044908584,0.112473679833187,0.199941581755476,0.129963706964295,0.114265756355237,0.171712815663947,-1.07461391055446,-4.28175551048486,-0.0668255063829139,-1.10405505936939,-4.17284890802311,-0.118570209991744,-1.03756369242766,-2.2615985808682,-0.100441309478746,-1.0970220910221,-2.27303057066852,-0.10743338354358,-1.01027341450076,-2.09461691285532,-0.233438144002315,-1.05585464594785,-2.09018833912886,-0.240880669451459
04-05,9.024275,4.073325,14.03965,0,0,0.22583,0.130859586350292,0.114063004679596,0.172592595319498,0.130051226010649,0.112384061271879,0.219360090943636,0.127802481877503,0.0993680915578396,0.211070446468808,2.20975,1.11139,4.24389,9.2900975,7.971175,11.7233823333333,0.128376711470811,0.0998046469627505,0.195485411571862,0.128582937430167,0.112274660160875,0.198600741360402,0.129712077537061,0.114179596578989,0.171634934361082,-1.15408926827011,-4.38566303140549,-0.0806014425082593,-1.12696592893911,-4.2848490574635,-0.121078959873125,-1.05209065503511,-2.28266285689044,-0.0657035996048257,-1.11741035164069,-2.29448722820425,-0.111337594363398,-1.01806830658171,-2.10997407495532,-0.234437870855076,-1.06676613666332,-2.09856927067782,-0.241461085012167
04-06,9.83845,5.228005,15.38994,0,0,0.26374,0.130600277077397,0.113998834102273,0.172388162733988,0.129680977656785,0.112197421748184,0.21850615451283,0.127059348812643,0.099055838782457,0.202387596203606,2.28055,1.26901,4.18564,9.28057416666667,8.0760315,11.8211283333333,0.127915080105323,0.0993165671421268,0.194540994973402,0.12813934585544,0.112078949253145,0.197236694694805,0.12944172499487,0.11409449359513,0.171524263589059,-1.19035137322967,-4.45950341202808,-0.10072210088032,-1.14871014203822,-4.39774664988749,-0.12422993699086,-1.06812401618442,-2.30287921999971,-0.0670772939336575,-1.1380848646863,-2.3158223169784,-0.115483647062196,-1.02883772987934,-2.11628254821452,-0.235916517690022,-1.0786392152892,-2.10688664205587,-0.242288728086424
04-07,9.501175,5.223895,15.55016,0,0,0.18981,0.130278328082385,0.113932050624891,0.17217279497915,0.129175993316547,0.112020593111239,0.217607726765532,0.126004091870584,0.0987188038097152,0.195266568914764,2.3033,1.37916,4.12437,9.43546833333333,8.1570925,12.0558723333333,0.127465067265592,0.0988349361168797,0.194568232544112,0.127697300481313,0.111885307676391,0.197694888377081,0.129151491268123,0.11400953000072,0.171378774570388,-1.24419875625528,-4.54086863128721,-0.121800575401671,-1.17038869135795,-4.51263488528954,-0.124137705925446,-1.09046272075442,-2.32222948803859,-0.0685595720790145,-1.15914113646528,-2.33716426943484,-0.11407080683016,-1.0423976606429,-2.12287170928272,-0.237486263283836,-1.09156065550357,-2.11522950194554,-0.243381892272246
04-08,10.28475,4.72023,13.444845,0,0,0.27037,0.129937986030029,0.113864929981843,0.171966438270361,0.128689802071206,0.111832584039373,0.21636367742747,0.125633292438672,0.0981676804580723,0.211524057855226,2.31475,1.43352,4.11258,9.71344333333333,8.25762983333333,12.166483,0.126989185373158,0.0983656120373285,0.194522029137088,0.127252564795146,0.111693304245365,0.198170846801235,0.128844483510765,0.113924491579292,0.171204529583371,-1.26380384155968,-4.67775288577532,-0.0796887010414925,-1.1938445551804,-4.62803490211812,-0.12429420665121,-1.11249661681964,-2.34301556929536,-0.0706768726566862,-1.18079445815092,-2.35855686703074,-0.112624887428604,-1.05696388506894,-2.12951871916282,-0.239001988859756,-1.10542963097218,-2.12361905410549,-0.244698844854799
